col1 int,col7 str,col2 int,col8 str,col3 int,col9 str,col10 str,col11 str,col12 str,col13 str,col4 int,col5 int,col6 int,col14 str
39.0,Private,165799.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States
22.0,Private,71469.0,Assoc-acdm,12.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,25.0,United-States
19.0,Private,229745.0,HS-grad,9.0,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,20.0,United-States
47.0,Private,284916.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,7298.0,0.0,45.0,United-States
46.0,Private,28419.0,Assoc-voc,11.0,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,50.0,United-States
47.0,Private,26950.0,Masters,14.0,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,6.0,United-States
47.0,Self-emp-not-inc,107231.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,35.0,United-States
52.0,Local-gov,512103.0,Some-college,10.0,Divorced,Transport-moving,Not-in-family,White,Female,0.0,0.0,40.0,United-States
38.0,Self-emp-not-inc,245090.0,9th,5.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,Mexico
58.0,Private,314153.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States
32.0,Private,243988.0,5th-6th,3.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Mexico
54.0,Self-emp-not-inc,82551.0,Assoc-voc,11.0,Married-civ-spouse,Tech-support,Other-relative,White,Female,0.0,0.0,10.0,United-States
20.0,Private,42706.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,25.0,United-States
25.0,Private,235795.0,Assoc-acdm,12.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,48.0,United-States
25.0,Self-emp-not-inc,108001.0,9th,5.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,15.0,United-States
36.0,State-gov,112497.0,Bachelors,13.0,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,1876.0,44.0,United-States
69.0,Self-emp-not-inc,128206.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,30.0,United-States
28.0,Private,224634.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,45.0,United-States
20.0,Private,362999.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,20.0,United-States
21.0,Private,346693.0,7th-8th,4.0,Never-married,Farming-fishing,Unmarried,White,Male,0.0,0.0,40.0,United-States
37.0,Private,175759.0,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40.0,United-States
21.0,Private,99199.0,HS-grad,9.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,32.0,United-States
25.0,noValueSetHere123156456,219987.0,Assoc-acdm,12.0,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0.0,0.0,13.0,United-States
39.0,Private,143445.0,HS-grad,9.0,Married-civ-spouse,Other-service,Other-relative,Black,Female,0.0,0.0,40.0,United-States
34.0,Private,118710.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States
33.0,Local-gov,224185.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
47.0,Private,118972.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,50.0,United-States
29.0,Private,165360.0,Assoc-voc,11.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
48.0,Private,38950.0,HS-grad,9.0,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,89.0,United-States
42.0,Self-emp-inc,277256.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1977.0,60.0,United-States
29.0,Private,247151.0,11th,7.0,Divorced,Machine-op-inspct,Unmarried,White,Female,0.0,0.0,40.0,United-States
34.0,Private,213722.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States
20.0,Private,209955.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,25.0,United-States
41.0,Private,174395.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States
45.0,Private,138626.0,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,1876.0,50.0,United-States
22.0,noValueSetHere123156456,179973.0,Assoc-voc,11.0,Never-married,noValueSetHere123156456,Own-child,White,Male,0.0,0.0,40.0,United-States
23.0,Private,200207.0,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,White,Male,0.0,0.0,44.0,United-States
19.0,Private,156587.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,38.0,United-States
24.0,Private,33016.0,Some-college,10.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States
20.0,Private,197496.0,Some-college,10.0,Never-married,Sales,Own-child,White,Male,0.0,0.0,30.0,noValueSetHere123156456
32.0,Private,153588.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States
52.0,Private,99736.0,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Male,15020.0,0.0,50.0,United-States
36.0,Private,284166.0,HS-grad,9.0,Never-married,Sales,Unmarried,White,Male,0.0,0.0,60.0,United-States
18.0,Private,716066.0,10th,6.0,Never-married,Machine-op-inspct,Own-child,White,Male,0.0,0.0,30.0,United-States
27.0,Private,188519.0,HS-grad,9.0,Divorced,Sales,Own-child,White,Female,0.0,0.0,40.0,United-States
26.0,Private,109080.0,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States
52.0,Private,174421.0,Assoc-acdm,12.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,32.0,United-States
24.0,Private,259351.0,Some-college,10.0,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,0.0,0.0,40.0,Mexico
42.0,Federal-gov,284403.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,40.0,United-States
39.0,Private,85319.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688.0,0.0,60.0,United-States
20.0,noValueSetHere123156456,201766.0,Some-college,10.0,Never-married,noValueSetHere123156456,Own-child,White,Female,0.0,0.0,35.0,United-States
20.0,State-gov,340475.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,10.0,United-States
39.0,Private,487486.0,HS-grad,9.0,Widowed,Handlers-cleaners,Unmarried,White,Male,0.0,0.0,40.0,noValueSetHere123156456
68.0,noValueSetHere123156456,484298.0,11th,7.0,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0.0,0.0,30.0,United-States
35.0,Private,170617.0,HS-grad,9.0,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,48.0,United-States
54.0,Private,94055.0,Bachelors,13.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States
24.0,Private,117779.0,Bachelors,13.0,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40.0,United-States
24.0,Private,209770.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,8.0,United-States
20.0,Private,317443.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,15.0,United-States
64.0,noValueSetHere123156456,140237.0,Preschool,1.0,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0.0,0.0,40.0,United-States
28.0,Private,107411.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,35.0,United-States
36.0,Self-emp-not-inc,122493.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,47.0,United-States
44.0,Self-emp-inc,195124.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,noValueSetHere123156456
38.0,Private,101978.0,Some-college,10.0,Separated,Machine-op-inspct,Not-in-family,White,Male,0.0,2258.0,55.0,United-States
22.0,Private,335453.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,60.0,United-States
56.0,Private,318329.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States
24.0,Private,100321.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States
24.0,Self-emp-not-inc,81145.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,75.0,United-States
22.0,Private,62865.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
21.0,Private,176262.0,Some-college,10.0,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,30.0,United-States
42.0,Private,168103.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States
41.0,Local-gov,208174.0,Masters,14.0,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,55.0,United-States
19.0,Private,188815.0,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,34095.0,0.0,20.0,United-States
67.0,Self-emp-not-inc,226092.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,44.0,United-States
20.0,Private,212668.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,30.0,United-States
32.0,Private,381583.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,Other,Male,0.0,0.0,40.0,United-States
46.0,Private,239439.0,HS-grad,9.0,Separated,Machine-op-inspct,Own-child,Black,Female,0.0,0.0,40.0,United-States
52.0,Private,172493.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,36.0,United-States
44.0,Private,239876.0,Bachelors,13.0,Divorced,Prof-specialty,Unmarried,Black,Male,0.0,0.0,40.0,United-States
65.0,noValueSetHere123156456,221881.0,11th,7.0,Married-civ-spouse,noValueSetHere123156456,Husband,White,Male,0.0,0.0,40.0,Mexico
37.0,Local-gov,218184.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1887.0,40.0,United-States
27.0,Self-emp-not-inc,206889.0,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States
35.0,Private,110668.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0.0,0.0,35.0,United-States
30.0,Private,211028.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States
64.0,Local-gov,202984.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3137.0,0.0,40.0,United-States
48.0,Private,20296.0,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,37.0,United-States
35.0,Private,194690.0,7th-8th,4.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States
28.0,Self-emp-not-inc,204984.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,45.0,United-States
63.0,Self-emp-not-inc,35021.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,1977.0,32.0,China
40.0,Self-emp-not-inc,238574.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,55.0,United-States
33.0,Private,345360.0,Some-college,10.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States
40.0,Private,192381.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States
25.0,Private,479765.0,7th-8th,4.0,Never-married,Sales,Other-relative,White,Male,0.0,0.0,45.0,Guatemala
45.0,Self-emp-inc,34091.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,38.0,United-States
30.0,Private,151773.0,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States
53.0,Private,299080.0,Some-college,10.0,Never-married,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States
63.0,Private,135339.0,HS-grad,9.0,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,2105.0,0.0,40.0,Vietnam
27.0,Local-gov,52156.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,60.0,United-States
31.0,Private,318647.0,11th,7.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States
33.0,Private,80145.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,60.0,United-States
39.0,State-gov,343646.0,Bachelors,13.0,Divorced,Protective-serv,Not-in-family,White,Male,0.0,0.0,40.0,Mexico
42.0,Self-emp-not-inc,198692.0,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45.0,United-States
19.0,Private,266635.0,HS-grad,9.0,Never-married,Other-service,Own-child,Black,Male,0.0,0.0,30.0,United-States
31.0,Private,197672.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States
53.0,Private,185846.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
47.0,Self-emp-not-inc,315110.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,20.0,United-States
27.0,Private,220754.0,Doctorate,16.0,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40.0,United-States
22.0,Private,64292.0,HS-grad,9.0,Never-married,Tech-support,Not-in-family,White,Female,0.0,0.0,40.0,United-States
29.0,Private,126060.0,HS-grad,9.0,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States
52.0,Private,78012.0,HS-grad,9.0,Widowed,Sales,Unmarried,White,Female,0.0,1762.0,40.0,United-States
32.0,Private,210562.0,Assoc-voc,11.0,Divorced,Craft-repair,Own-child,White,Male,0.0,0.0,46.0,United-States
23.0,Private,350181.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States
27.0,Private,233421.0,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,20.0,United-States
53.0,Private,167170.0,HS-grad,9.0,Widowed,Machine-op-inspct,Not-in-family,Black,Female,0.0,0.0,40.0,United-States
18.0,Private,260801.0,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20.0,United-States
41.0,Private,173370.0,Bachelors,13.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,30.0,United-States
27.0,Private,135520.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,Dominican-Republic
30.0,Private,121308.0,Some-college,10.0,Divorced,Sales,Own-child,White,Male,0.0,0.0,40.0,United-States
41.0,Private,444743.0,HS-grad,9.0,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,United-States
21.0,Private,65225.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,30.0,United-States
58.0,State-gov,136982.0,HS-grad,9.0,Married-spouse-absent,Other-service,Unmarried,Black,Female,0.0,0.0,40.0,Honduras
45.0,State-gov,271962.0,Bachelors,13.0,Divorced,Protective-serv,Not-in-family,White,Female,0.0,0.0,40.0,United-States
40.0,Private,204046.0,10th,6.0,Divorced,Transport-moving,Own-child,White,Male,0.0,0.0,40.0,United-States
21.0,Private,225823.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States
29.0,Private,183009.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Other,Female,0.0,1590.0,40.0,United-States
50.0,Private,121038.0,Assoc-voc,11.0,Married-civ-spouse,Other-service,Wife,Black,Female,0.0,0.0,40.0,United-States
26.0,Private,49092.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
23.0,Private,148709.0,HS-grad,9.0,Separated,Handlers-cleaners,Other-relative,White,Female,0.0,0.0,40.0,United-States
27.0,Private,209205.0,Bachelors,13.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States
36.0,Local-gov,285865.0,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,40.0,United-States
22.0,Federal-gov,216129.0,HS-grad,9.0,Never-married,Adm-clerical,Other-relative,White,Male,0.0,0.0,40.0,United-States
37.0,Federal-gov,40955.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,40.0,Japan
54.0,Private,197189.0,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States
36.0,Private,33001.0,HS-grad,9.0,Divorced,Farming-fishing,Unmarried,White,Male,0.0,0.0,50.0,United-States
44.0,Private,227399.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,40.0,United-States
38.0,Private,164050.0,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0.0,0.0,40.0,United-States
49.0,Private,259087.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Female,0.0,0.0,40.0,United-States
18.0,Private,236262.0,11th,7.0,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,12.0,United-States
26.0,Private,177929.0,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,48.0,United-States
48.0,Private,166929.0,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,noValueSetHere123156456
32.0,Private,199963.0,11th,7.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0.0,0.0,40.0,United-States
35.0,State-gov,98776.0,HS-grad,9.0,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,40.0,United-States
40.0,Private,135056.0,HS-grad,9.0,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States
40.0,Self-emp-not-inc,55363.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,3411.0,0.0,40.0,United-States
42.0,State-gov,102343.0,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,72.0,India
30.0,Private,231263.0,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States
19.0,Private,226913.0,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0.0,0.0,20.0,United-States
36.0,Private,129573.0,Assoc-acdm,12.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,60.0,United-States
31.0,Private,191001.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States
50.0,Federal-gov,69345.0,Assoc-acdm,12.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60.0,United-States
38.0,Private,204556.0,HS-grad,9.0,Divorced,Craft-repair,Not-in-family,Black,Male,0.0,0.0,40.0,United-States
35.0,Private,192626.0,Some-college,10.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States
45.0,Private,202812.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States
29.0,Private,405177.0,10th,6.0,Separated,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States
41.0,Private,227890.0,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,46.0,United-States
33.0,Private,101352.0,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States
49.0,Private,82572.0,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,60.0,United-States
28.0,Private,132686.0,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States
49.0,Local-gov,149210.0,Bachelors,13.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,15024.0,0.0,40.0,United-States
27.0,Private,245661.0,HS-grad,9.0,Separated,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,United-States
47.0,Self-emp-inc,483596.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,2885.0,0.0,32.0,United-States
42.0,State-gov,104663.0,Doctorate,16.0,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,40.0,Italy
30.0,Private,347166.0,HS-grad,9.0,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,60.0,United-States
37.0,Local-gov,108540.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
37.0,Private,333305.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,35.0,United-States
51.0,Private,155408.0,HS-grad,9.0,Married-spouse-absent,Sales,Not-in-family,Black,Female,0.0,0.0,38.0,United-States
27.0,Federal-gov,246372.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,United-States
53.0,Private,30290.0,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,40.0,United-States
45.0,Private,347321.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States
37.0,Self-emp-inc,205852.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States
40.0,Federal-gov,163215.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,noValueSetHere123156456
54.0,State-gov,93449.0,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,India
47.0,Self-emp-inc,116927.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,42.0,United-States
35.0,Private,164526.0,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40.0,Yugoslavia
33.0,Private,31573.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States
28.0,Local-gov,125159.0,Some-college,10.0,Never-married,Adm-clerical,Other-relative,Black,Male,0.0,0.0,40.0,Haiti
39.0,State-gov,201105.0,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,55.0,United-States
25.0,noValueSetHere123156456,122745.0,HS-grad,9.0,Never-married,noValueSetHere123156456,Own-child,White,Male,0.0,1602.0,40.0,United-States
33.0,Private,150570.0,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States
34.0,Private,118941.0,11th,7.0,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,40.0,Ireland
53.0,Private,141388.0,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States
21.0,Private,174714.0,Assoc-acdm,12.0,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,35.0,United-States
31.0,State-gov,75755.0,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,55.0,United-States
63.0,Private,133144.0,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45.0,United-States
21.0,Self-emp-not-inc,318865.0,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0.0,0.0,30.0,United-States
59.0,Private,109638.0,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States
50.0,Private,92969.0,1st-4th,2.0,Separated,Prof-specialty,Unmarried,Black,Female,0.0,0.0,40.0,United-States
66.0,noValueSetHere123156456,376028.0,HS-grad,9.0,Married-civ-spouse,noValueSetHere123156456,Wife,White,Female,0.0,0.0,20.0,United-States
19.0,Private,144161.0,HS-grad,9.0,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,30.0,United-States
31.0,Private,183778.0,Bachelors,13.0,Never-married,Tech-support,Not-in-family,White,Male,0.0,0.0,45.0,United-States
23.0,Private,398904.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States
45.0,Private,170846.0,Assoc-voc,11.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,40.0,United-States
35.0,Local-gov,204277.0,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,United-States
32.0,Private,205152.0,Bachelors,13.0,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States
20.0,Private,225395.0,7th-8th,4.0,Never-married,Machine-op-inspct,Other-relative,White,Female,0.0,0.0,60.0,Mexico
38.0,Private,33975.0,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0.0,0.0,40.0,United-States
49.0,Private,147032.0,HS-grad,9.0,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0.0,0.0,8.0,Philippines
64.0,Private,174826.0,HS-grad,9.0,Divorced,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40.0,United-States
60.0,Local-gov,232769.0,11th,7.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,20.0,United-States
25.0,Private,36984.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,50.0,United-States
21.0,Private,292264.0,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,35.0,United-States
26.0,Private,303973.0,HS-grad,9.0,Never-married,Priv-house-serv,Other-relative,White,Female,0.0,1602.0,15.0,Mexico
23.0,Private,287988.0,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,20.0,United-States
67.0,Self-emp-inc,330144.0,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States
24.0,Private,191948.0,HS-grad,9.0,Divorced,Sales,Unmarried,White,Female,0.0,0.0,30.0,United-States
46.0,Private,324601.0,1st-4th,2.0,Separated,Machine-op-inspct,Own-child,White,Female,0.0,0.0,40.0,Guatemala
38.0,State-gov,200289.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Taiwan
20.0,Private,113307.0,7th-8th,4.0,Never-married,Machine-op-inspct,Other-relative,White,Male,0.0,0.0,40.0,United-States
28.0,noValueSetHere123156456,194087.0,Some-college,10.0,Never-married,noValueSetHere123156456,Other-relative,White,Female,0.0,0.0,40.0,United-States
26.0,Private,155213.0,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,48.0,United-States
58.0,Private,175127.0,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States
31.0,State-gov,358461.0,Some-college,10.0,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0.0,0.0,40.0,United-States
37.0,State-gov,354929.0,Assoc-acdm,12.0,Divorced,Protective-serv,Not-in-family,Black,Male,0.0,0.0,38.0,United-States
53.0,State-gov,104501.0,Doctorate,16.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40.0,noValueSetHere123156456
