ProviderNumber String,HospitalName String,City String,State String,ZIPCode str,CountyName String,PhoneNumber String,HospitalType String,HospitalOwner String,EmergencyService String,Condition String,MeasureCode String,MeasureName String,Sample String,StateAvg String
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,17 patients,CA_AMI-5
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,CA_AMI-7A
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,CA_AMI-8A
,WATSONVILLE COMMUNITY HOSPITAL,,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,179 patients,CA_HF-1
50194,WATSONVILLE COMMUNITY HOSPITAL,,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,,CA_HF-2
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,,,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),47 patients,CA_HF-3
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,11 patients,CA_HF-4
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,,CA_PN-2
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,,,,CA_PN-3B
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076.0,,,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,16 patients,CA_PN-4
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,113 patients,CA_PN-5C
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),,CA_PN-6
,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,62 patients,CA_PN-7
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,19 patients,CA_SCIP-CARD-2
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,150 patients,CA_SCIP-INF-1
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,148 patients,
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),144 patients,CA_SCIP-INF-3
50194,WATSONVILLE COMMUNITY HOSPITAL,,CA,,SANTA CRUZ,,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,CA_SCIP-INF-4
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),233 patients,CA_SCIP-INF-6
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,112 patients,CA_SCIP-VTE-1
50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,95076.0,SANTA CRUZ,8317244741.0,Acute Care Hospitals,Proprietary,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,112 patients,CA_SCIP-VTE-2
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,193 patients,CA_AMI-1
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,209 patients,CA_AMI-2
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,,Government - Hospital District or Authority,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),25 patients,CA_AMI-3
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,51 patients,CA_AMI-4
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,,Heart Attack Patients Given Beta Blocker at Discharge,,CA_AMI-5
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,
50195,,FREMONT,CA,,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,,,62 patients,CA_AMI-8A
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,,,Acute Care Hospitals,,Yes,Heart Failure,HF-1,,285 patients,CA_HF-1
50195,WASHINGTON HOSPITAL,FREMONT,,94538.0,,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,355 patients,CA_HF-2
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),124 patients,CA_HF-3
50195,WASHINGTON HOSPITAL,FREMONT,,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,40 patients,CA_HF-4
50195,,FREMONT,CA,94538.0,ALAMEDA,,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,138 patients,CA_PN-2
50195,WASHINGTON HOSPITAL,,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,PN-3B,,145 patients,CA_PN-3B
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,25 patients,CA_PN-4
,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,150 patients,CA_PN-5C
50195,WASHINGTON HOSPITAL,FREMONT,,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),106 patients,
,WASHINGTON HOSPITAL,FREMONT,,94538.0,ALAMEDA,5107971111.0,,Government - Hospital District or Authority,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,,
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,80 patients,CA_SCIP-CARD-2
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,360 patients,CA_SCIP-INF-1
50195,,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-2,,361 patients,
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),355 patients,CA_SCIP-INF-3
,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,CA_SCIP-INF-4
50195,,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,,,Surgical Infection Prevention,,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),501 patients,
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,154 patients,CA_SCIP-VTE-1
50195,WASHINGTON HOSPITAL,FREMONT,CA,94538.0,ALAMEDA,5107971111.0,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,154 patients,
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,,Voluntary non-profit - Church,,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,3 patients,CA_AMI-1
,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,AMI-2,Heart Attack Patients Given Aspirin at Discharge,1 patients,CA_AMI-2
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,
,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,1 patients,CA_AMI-4
50196,,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-5,,2 patients,CA_AMI-5
50196,,HANFORD,CA,,,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,CA_AMI-7A
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,0 patients,CA_AMI-8A
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,,Heart Failure Patients Given Discharge Instructions,77 patients,CA_HF-1
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,83 patients,CA_HF-2
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),13 patients,CA_HF-3
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,,Voluntary non-profit - Church,Yes,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,15 patients,
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,,CA_PN-2
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,45 patients,
,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,,93230.0,KINGS,5595832100.0,Acute Care Hospitals,,Yes,,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,16 patients,CA_PN-4
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,43 patients,CA_PN-5C
50196,CENTRAL VALLEY GENERAL HOSPITAL,,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),37 patients,CA_PN-6
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,33 patients,CA_PN-7
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,CA_SCIP-CARD-2
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94 patients,CA_SCIP-INF-1
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,81 patients,
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),81 patients,CA_SCIP-INF-3
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,,Yes,Surgical Infection Prevention,SCIP-INF-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,0 patients,
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,,,112 patients,CA_SCIP-INF-6
50196,,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,22 patients,CA_SCIP-VTE-1
50196,CENTRAL VALLEY GENERAL HOSPITAL,HANFORD,CA,93230.0,KINGS,5595832100.0,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,22 patients,CA_SCIP-VTE-2
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,91 patients,CA_AMI-1
50197,,REDWOOD CITY,CA,94062.0,,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,87 patients,CA_AMI-2
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),4 patients,CA_AMI-3
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,,,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,CA_AMI-4
50197,SEQUOIA HOSPITAL,REDWOOD CITY,,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,,Yes,,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,81 patients,CA_AMI-5
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,CA_AMI-7A
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,,SAN MATEO,6503675551.0,,Voluntary non-profit - Private,Yes,Heart Attack,AMI-8A,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,19 patients,CA_AMI-8A
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-1,,188 patients,CA_HF-1
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062.0,SAN MATEO,6503675551.0,,Voluntary non-profit - Private,Yes,Heart Failure,HF-2,,213 patients,CA_HF-2
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),46 patients,CA_HF-3
,SEQUOIA HOSPITAL,,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Heart Failure,HF-4,,,CA_HF-4
50197,SEQUOIA HOSPITAL,,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,101 patients,CA_PN-2
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,113 patients,CA_PN-3B
50197,SEQUOIA HOSPITAL,,CA,94062.0,,6503675551.0,Acute Care Hospitals,,Yes,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,CA_PN-4
,,REDWOOD CITY,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,93 patients,
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),56 patients,CA_PN-6
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Pneumonia,,Pneumonia Patients Assessed and Given Influenza Vaccination,59 patients,CA_PN-7
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,,CA_SCIP-CARD-2
50197,SEQUOIA HOSPITAL,,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,358 patients,CA_SCIP-INF-1
50197,SEQUOIA HOSPITAL,,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,363 patients,CA_SCIP-INF-2
,SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),343 patients,CA_SCIP-INF-3
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062.0,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-4,,146 patients,CA_SCIP-INF-4
50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,94062.0,,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),501 patients,CA_SCIP-INF-6
,SEQUOIA HOSPITAL,REDWOOD CITY,CA,,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,,,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,156 patients,CA_SCIP-VTE-1
50197,SEQUOIA HOSPITAL,,CA,,SAN MATEO,6503675551.0,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Surgical Infection Prevention,SCIP-VTE-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,156 patients,CA_SCIP-VTE-2
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,,6619484781.0,Acute Care Hospitals,Proprietary,,,,Heart Attack Patients Given Aspirin at Arrival,135 patients,CA_AMI-1
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,,Proprietary,Yes,Heart Attack,,,128 patients,
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),30 patients,CA_AMI-3
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,,AMI-4,,42 patients,CA_AMI-4
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,AMI-5,Heart Attack Patients Given Beta Blocker at Discharge,136 patients,CA_AMI-5
50204,LANCASTER COMMUNITY HOSPITAL,,CA,93534.0,LOS ANGELES,6619484781.0,,Proprietary,Yes,Heart Attack,,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,0 patients,CA_AMI-7A
50204,LANCASTER COMMUNITY HOSPITAL,,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,Heart Attack,,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,23 patients,CA_AMI-8A
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,291 patients,CA_HF-1
,LANCASTER COMMUNITY HOSPITAL,LANCASTER,CA,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,Yes,,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,320 patients,CA_HF-2
,LANCASTER COMMUNITY HOSPITAL,,CA,93534.0,,6619484781.0,Acute Care Hospitals,Proprietary,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),,
50204,LANCASTER COMMUNITY HOSPITAL,LANCASTER,,93534.0,LOS ANGELES,6619484781.0,Acute Care Hospitals,Proprietary,,Heart Failure,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,60 patients,CA_HF-4
